VISA;TITRE;REALISATEUR;PRODUCTEURS;DEVIS;GENRE;EOF;RANG;ASR;PAYANTE;CLAIR;NATIONALITE;Date;DECOMPOSITION;AIDES
129482;APPRENTI PERE NOEL, LE CALENDRIER MAGIQUE (L');VINCIGUERRA Luc;GAUMONT ANIMATION;4 649 310,00;Animation;;2;;;TMC;France;2012;France-100;Sofica,Crédit D'impot
129960;CONNECTING SOUTH, LE NOUVEAU MONDE SELON GILBERTO GIL;BORGEAUD Pierre-Yves;URBAN DISTRIBUTION INTERNATIONAL / URBAN FACTORY;1 020 346,00;Documentaire;;2;;;;Suisse/France;2012;Suisse-70 / France-30;
131734;MAX LE MILLIONNAIRE;CUCHE Nicolas;CHAOCORP DISTRIBUTION / JERICO / M6 FILMS / STUDIOCANAL;6 657 815,00;Fiction;;3;;;M6;France;2012;France-100;Crédit D'impot
131163;OCEANE;SAUVEGRAIN Nathalie / APPIETTO Philippe;GARANCE CAPITAL / LA CLAIRIERE PRODUCTION / MAJE / REZINA PRODUCTIONS;625 770,00;Fiction;;1 / 1;;;;France;2012;France-100;Crédit D'impot
94279;POURQUOI J'AI (PAS) MANGE MON PERE;DEBBOUZE Jamel;BOREALES / EUROWIDE FILM PRODUCTION / KISSFILMS / LES ARMATEURS / LES FILMS DES TOURNELLES / M6 FILMS / PATHE DISTRIBUTION / PATHE PRODUCTION / TAIGA;31 797 563,00;Animation;;1;;;M6;France/Italie;2012;France-90 / Italie-10;Crédit D'impot
132862;SABABOU, L'ESPOIR;BENCHIKH Samir;SUR LES TOITS PRODUCTIONS;62 006,00;Documentaire;;1;après;;;France;2012;France-100;
133976;98;ZIMMER Helene;LES FILMS DU LENDEMAIN;1,87;Fiction;;1;;;;France;2013;France-100;Sofica,Crédit D'impot,Aide Régionale
136379;Aimer, boire et chanter;RESNAIS Alain;F COMME FILM / FRANCE 2 CINEMA / SOLIVAGUS;7,02;Fiction;;3;avant;;F2;France;2013;France-100;Sofica,Crédit D'impot
122402;Belle comme la femme d'un autre;CASTEL Catherine;LA MOUCHE DU COCHE FILMS;5,67;Fiction;;2;;;D8;France/Luxembourg/Belgique;2013;France-50 / Luxembourg-30 / Belgique-20;Sofica,Aide Régionale
137803;Coming in;SAGLIO Noemie / GOVARE Maxime;GAUMONT / GAUMONT PRODUCTION / LES IMPRODUCTIBLES ET KALY PRODUCTION / M6 FILMS;5,44;Fiction;;1 / 1;;;M6 W9;France;2013;France-100;Crédit D'impot
134566;Juliette;FRYDMAN Serge;MARS FILMS / NORD OUEST FILMS;4,54;Fiction;;2;;;;France;2013;France-100;Sofica,Crédit D'impot
137572;Libres de courir;MORATH Pierre;ARTE FRANCE CINEMA / YUZU PRODUCTIONS;0,99;Docu;;3;;;Arte;Suisse/France/Belgique;2013;Suisse-55 / France-32 / Belgique-12;
136432;Saint Laurent;BONELLO Bertrand;EUROPACORP / MANDARIN CINEMA;8,77;Fiction;;3;avant;;Arte;France;2013;France-100;Sofica,Crédit D'impot
122977;Vincent;SALVADOR Thomas;CHRISTMAS IN JULY;1,92;Fiction;;1;avant;;;France;2013;France-100;Sofica,Crédit D'impot,Aide Régionale
125254;COCHON DE GAZA (LE);ESTIBAL Sylvain;MARILYN PRODUCTIONS / RHAMSA PRODUCTIONS / STUDIOCANAL;4 240 674,00;Fiction;;2;;;;France/Allemagne/Belgique;2010;France-63 / Allemagne-27 / Belgique-10;
126447;EMPIRE DES RASTELLI (L');MOLAIOLI Andrea;BABE FILMS;5 486 783,00;Fiction;;2;;;;Italie/France;2010;Italie-90 / France-10;
124615;FEMMES DU 6EME ETAGE (LES);LE GUAY Philippe;FRANCE 2 CINEMA / SOCIETE NOUVELLE DE DISTRIBUTION / VENDOME PRODUCTION;7 000 142,00;Fiction;;3;;;;France;2010;France-100;Sofica,Crédit D'impot
120426;MOINE (LE);MOLL Dominik;120 FILMS / DIAPHANA FILMS / FRANCE 3 CINEMA;11 008 445,00;Fiction;;3;avant;;;France/Espagne;2010;France-67 / Espagne-33;Sofica,Crédit D'impot,Aide Régionale
124897;REQUIEM POUR UNE TUEUSE;LE GRIS Jerome;ALTER FILMS / CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / FRANCE 2 CINEMA / STUDIOCANAL;8 459 178,00;Fiction;;1;;;;France;2010;France-100;Sofica,Crédit D'impot
107077;SECRET DES ENFANTS FOURMIS (LE);FRANCOIS Christine;AGAT FILMS ET CIE;2 563 773,00;Fiction;;1;avant;;;France;2010;France-100;Sofica,Crédit D'impot,Aide Régionale
125972;TOUS LES SOLEILS;CLAUDEL Philippe;FRANCE 3 CINEMA / LES FILMS DU 24 / TF1 DROITS AUDIOVISUELS / UGC IMAGES / UGC YM;7 836 755,00;Fiction;;2;;;;France/Italie;2010;France-90 / Italie-10;Sofica,Crédit D'impot,Aide Régionale
123421;BLACK DIAMOND;LAMCHE Pascal;FRANCE 2 CINEMA / ROCHE PRODUCTIONS SARL;1 912 932,00;Documentaire;;2;;;;France/Belgique;2009;France-90 / Belgique-10;Crédit D'impot,Aide Régionale
123025;NOTRE ETRANGERE;BOUYAIN Sarah;ATHENAISE;1 402 868,00;Fiction;;1;avant;;;France;2009;France-100;Aide Régionale
119070;NOUVEAUX CHIENS DE GARDE (LES);BALBASTRE Gilles;JEM PRODUCTIONS;803 128,00;Documentaire;;1;;;;France;2009;France-100;Crédit D'impot
116502;PERSECUTION;CHEREAU Patrice;ARTE FRANCE CINEMA / AZOR FILMS / CE QUI ME MEUT - MOTION PICTURES / MARS FILMS / MARS FILMS / MOVE MOVIE;4 728 275,00;Fiction;;3;avant;;;France;2009;France-100;Sofica,Crédit D'impot
121856;REVEURS DE MARS (LES);DINDO Richard;LES FILMS D'ICI;644 847,00;Documentaire;;3;avant;;;Suisse/France;2009;Suisse -61 / France-39;
116465;SENTIMENT DE LA CHAIR (LE);GARZELLI Roberto;STELLA FILMS;1 734 261,00;Fiction;;2;avant;;;France;2009;France-100;Crédit D'impot,Aide Régionale
114045;AVOCAT (L');ANGER Cédric;SOCIETE NOUVELLE DE DISTRIBUTION / SUNRISE FILMS;5 006 945,00;Fiction;;2;avant;;;France;2009;France-100;Sofica,Crédit D'impot,Aide Régionale
122301;CA COMMENCE PAR LA FIN;COHEN Michaël;ARP / JOUROR PRODUCTIONS / LES FILMS DU KIOSQUE;2 100 232,00;Fiction;;1;;;;France;2009;France-100;Sofica,Crédit D'impot
122093;CLEVELAND CONTRE WALL STREET;BRON Jean-Stephane;ARTE FRANCE CINEMA / JOUROR PRODUCTIONS / LFP;1 300 000,00;Documentaire;;3;avant;;;Suisse/France;2009;Suisse -51 / France-49;
122345;KATANGA BUSINESS;MICHEL Thierry;LES FILMS D'ICI;1 263 100,00;Documentaire;;3;;;;Belgique/France;2009;Belgique -79 / France-20;
118752;LADY BLOOD;VINCENT Jean-Marc;ALBANY FILMS / ALTEREGO FILMS;1 994 728,00;Fiction;;1;;;;France;2009;France-100;Aide Régionale
123641;MAINS EN L'AIR (LES);GOUPIL Romain;FRANCE 3 CINEMA / LES FILMS DU LOSANGE;2 267 892,00;Fiction;;3;avant;;;France;2009;France-100;Crédit D'impot,Aide Régionale
121343;REVE ITALIEN (LE);PLACIDO Michèle;BABE FILMS / ORANGE STUDIO;8 171 239,00;Fiction;;3;;;;Italie/France;2009;Italie -90 / France-10;
116897;TRAQUE (LA);BLOSSIER Antoine;QUASAR PICTURES;2 619 494,00;Fiction;;1;;;;France;2009;France-100;Sofica,Crédit D'impot
116028;AGE D'HOMME (L');FEJTO Raphaël;FRANCE 2 CINEMA / UGC IMAGES / UGC YM;3 881 381,00;Fiction;;2;;;;France;2006;France-100;Sofica,Crédit D'impot
113860;AVANT QUE J'OUBLIE;NOLOT Jacques;ELIA FILMS;1 126 871,00;Fiction;;3;avant;;;France;2006;France-100;Crédit D'impot
114608;AVOCAT DE LA TERREUR (L');SCHROEDER Barbet;WILD BUNCH / YALLA FILMS;1 360 065,00;Documentaire;;3;avant;;;France;2006;France-100;Sofica
114448;FAUT QUE CA DANSE !;LVOVSKY Noémie;FRANCE 2 CINEMA / UGC IMAGES / WHY NOT PRODUCTIONS;5 331 758,00;Fiction;;3;avant;;;France/Suisse;2006;France-90 / Suisse-10;Sofica,Crédit D'impot,Aide Régionale
113336;PARIS JE T'AIME;ASSAYAS Olivier / AUBURTIN Frédéric / BOE Christoffer / CHADHA Gurinder / CHOMET Sylvain / COEN Ethan / COEN Joel / COIXET Isabel;VICTOIRES INTERNATIONAL;11 375 610,00;Fiction;;3;;;;France;2006;France-100;Crédit D'impot
115852;RIPARO;PUCCIONI Marco S.;ADESIF PRODUCTIONS / MARIE AMELIE PRODUCTION;1 393 694,00;Fiction;;3;;;;Italie/France;2006;Italie-80 / France-20;
86533;AIGUILLES ROUGES (LES);DAVY Jean-François;CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / OPENING PRODUCTION;5 493 970,00;Fiction;;3;;;;France;2005;France-100;Crédit D'impot
109236;AMITIÉS MALÉFIQUES (LES);BOURDIEU Emmanuel;4 A 4 PRODUCTIONS;2 270 199,00;Fiction;;2;avant;;;France;2005;France-100;Crédit D'impot,Aide Régionale
112683;ARISTOS (LES);DE TURCKHEIM Charlotte;HUGO FILMS HUGO MUSIC LA GUEVILLE VIDEO LGV LA GUEVILLEVIDEO DIS / M6 FILMS / SOCIETE NOUVELLE DE CINEMATOGRAPHIE / TF1 DROITS AUDIOVISUELS / TF1 FILMS PRODUCTION;7 594 911,00;Fiction;;2;;;;France;2005;France-100;Crédit D'impot
109743;ECORCHES;CARRON Cheyenne;BERFILMS FRANCE / VICTOIRES PRODUCTIONS;1 699 720,00;Fiction;;1;;;;France;2005;France-100;Crédit D'impot
112305;LADY CHATTERLEY;FERRAN Pascale;ACTE II / LES FILMS DU LENDEMAIN / MAIA FILMS;2 326 805,00;Fiction;;3;;;;France/Grande Bretagne/Belgique;2005;France-70 / Grande Bretagne-18 / Belgique-12;Sofica,Aide Régionale
115675;24 MESURES;LESPERT Jalil;MK2 / WY PRODUCTIONS;2 518 375,00;Fiction;;1;;;;France/Canada;2007;France-90 / Canada-10;Crédit D'impot,Aide Régionale
118564;EUROPOLIS;GHEORGHITA Corneliu;CINEPAY / FRESHLINE PRODUCTION / TARA FILMS SARL;1 050 000,00;Fiction;;1;;;;Roumanie/France;2007;Roumanie-70 / France-30;Aide Régionale
89612;FAUBOURG 36;BARRATIER Christophe;FRANCE 2 CINEMA / FRANCE 3 CINEMA / GALATEE FILMS / LOGLINE STUDIO / NOVO ARTURO FILMS / PATHE PRODUCTION;28 000 000,00;Fiction;;2;;;;France/Allemagne/Republique Tcheque;2007;France-70 / Allemagne-20 / Republique Tcheque-10;Sofica
117074;SERAPHINE;PROVOST Martin;FRANCE 3 CINEMA / TS PRODUCTIONS;3 989 215,00;Fiction;;3;avant;;;France/Belgique;2007;France-85 / Belgique-14;Sofica,Crédit D'impot,Aide Régionale
149662;Beaux menteurs (Les);MERCIER Bruno;LES MÛRES SAUVAGES;55 124,00;Fiction;OUI;3;;;;France;2018;France-100;Crédit D'impot
146052;Blanche comme neige;FONTAINE Anne;MANDARIN PRODUCTION ET CINÉ-@;7 314 771,00;Fiction;OUI;3;;C+ Ciné+;F3;France;2018;France-100;Sofica,Crédit D'impot
148395;Choc du futur (Le);COLLIN Marc;NEBO PRODUCTIONS ET THE PERFECT KISS FILMS;326 400,00;Fiction;OUI;1;;;;France;2018;France-100;Crédit D'impot
148993;Dernier bain (Le);BONNEVILLE David;BOCALUPO FILMS;850 899,00;Fiction;NON;1;;;;Portugal/France;2018;Portugal-75 / France-25;
148850;Dernière vie de Simon (La);KARMANN Léo;GEKO FILMS;2 423 797,00;Fiction;OUI;1;;C+ Ciné+;;France;2018;France-100;Crédit D'impot,Aide Régionale
148094;Drapeaux de papier (Les);AMBROSIONI Nathan;SENSITO FILMS;935 305,00;Fiction;OUI;1;avant;;;France;2018;France-100;Aide Régionale
146243;Enfant roi (L');DE BARY Antoine;ICONOCLAST FILMS;2 599 748,00;Fiction;OUI;1;avant;C+ Ciné+;;France;2018;France-100;Crédit D'impot
145078;Lutte des classes (La);LECLERC Michel;KARÉ PRODUCTIONS;3 602 442,00;Fiction;OUI;3;;C+ Ciné+;F2;France;2018;France-100;Sofica,Crédit D'impot,Aide Régionale
148253;Nekfeu - the documentary;BOULANOUAR Syrine;FULLDAWA FILMS ET LIEURAC PRODUCTIONS;1 047 000,00;Docu;OUI;1;;C+ Ciné+;;France;2018;France-100;Crédit D'impot
148567;Prince oublié (Le);HAZANAVICIUS Michel;PRELUDE;24 889 447,00;Fiction;OUI;3;;C+ Ciné+;TF1 TMC;France;2018;France-100;Crédit D'impot
146552;Bergère;DETRIE Delphine;LUX FOR FILM;97 521,00;Docu;OUI;1;;;;France;2017;France-100;Crédit D'impot,Aide Régionale
146499;Epicentro;SAUPER Hubert;GROUPE DEUX;1 081 703,00;Docu;OUI;3;;Ciné+;;Autriche/France;2017;Autriche-66 / France-34;Sofica
145681;Errementari;URKIJO ALIJO Paul;THE PROJECT FILM CLUB;2 125 000,00;Fiction;OUI;1;;;;Espagne/France;2017;Espagne-80 / France-20;
144481;Facteur cheval;TAVERNIER Nils;FECHNER FILMS;5 028 592,00;Fiction;OUI;3;;;;France;2017;France-100;Crédit D'impot,Aide Régionale
145822;Héritage (L');ESPOSITO Martin;MOTHER AND SON;78 589,00;Docu;OUI;3;;;;France;2017;France-100;
145918;Jessica forever;POGGI Caroline / VINEL Jonathan;ECCE FILMS;2 836 108,00;Fiction;OUI;1 / 1;avant;Ciné+;Arte;France;2017;France-100;Sofica,Crédit D'impot,Aide Régionale
145772;Marie Curie;SEHR Marie Noelle;SEPIA PRODUCTION;3 702 248,00;Fiction;NON;3;;;;Allemagne/France/Pologne;2017;Allemagne-57 / France-24 / Pologne-19;
145501;Moissonneurs (Les);KALLOS Etienne;CINÉMA DEFACTO;1 110 529,00;Fiction;NON;1;;;;France/Af. Du Sud/Pologne/Grèce;2017;France-48 / Af. Du Sud-22 / Pologne-19 / Grèce-11;
145348;Nouvelles aventures de Cendrillon (Les);STEKETEE Lionel;74 FILMS ET PATHÉ PRODUCTION;11 126 524,00;Fiction;OUI;3;;C+ Ciné+;TF1 NT1;France;2017;France-100;Sofica,Crédit D'impot
146263;Revenge;FARGEAT Coralie;M.E.S. PRODUCTIONS ET MONKEY PACK FILMS;2 845 056,00;Fiction;OUI;1;;C+ Ciné+;;France;2017;France-100;Sofica,Crédit D'impot
142360;Scelsi le premier mouvement de l'immobile;D'AYALA VALVA Sebastiano;LES PRODUCTIONS CINÉMATOGRAPHIQUES DE LA BUTTE MONTMARTRE;699 470,00;Docu;OUI;1;;;;France/Belgique/Italie;2017;France-69 / Belgique-16 / Italie-15;
147263;Taxi 5;GASTAMBIDE Franck;TS PRODUCTION;20 393 932,00;Fiction;OUI;3;;C+ OCS;TF1 TMC;France;2017;France-100;Crédit D'impot,Aide Régionale
144142;As de la jungle (Les) - le film;ALAUX David;TAT PRODUCTIONS;5 317 606,00;Anim;OUI;1;;C+ Ciné+;F3 F4;France;2016;France-100;Crédit D'impot,Aide Régionale
141761;Au revoir là-haut;DUPONTEL Albert;MANCHESTER FILMS;19 746 327,00;Fiction;OUI;3;;C+ Ciné+;F2;France;2016;France-100;Crédit D'impot,Aide Régionale
143380;Ciel attendra (Le);MENTION SCHAAR Marie-Castille;WILLOW FILMS;3 945 000,00;Fiction;OUI;3;;C+ Ciné+;F2;France;2016;France-100;Sofica,Crédit D'impot,Aide Régionale
143937;Dalida;AZUELOS Lisa;BETHSABEE MUCHO;15 743 270,00;Fiction;OUI;3;;C+ OCS;TF1 HD1;France;2016;France-100;Crédit D'impot,Aide Régionale
144358;Dérive d'un été;BRAGARD Magali / ENJOLRAS Severine;SURVIVANCE;182 503,00;Docu;OUI;1 / 1;;;;France;2016;France-100;Aide Régionale
142484;Madame Hyde;BOZON Serge;LFP;4 637 933,00;Fiction;OUI;3;avant;C+ Ciné+;Arte;France;2016;France-100;Crédit D'impot,Aide Régionale
144022;Ms. Sloane;MADDEN John;EUROPACORP;18 363 234,00;Fiction;NON;3;;C+ Ciné+;F2;France;2016;France-100;
140276;Petit Spirou (Le);BARY Nicolas;LES FILMS DU CAP;7 996 406,00;Fiction;OUI;3;;OCS C+;F2 F4;France/Belgique;2016;France-89 / Belgique-11;Sofica,Crédit D'impot
140078;Sociologue et l'ourson (La);CHAILLOU Etienne / THERY Mathias;QUARK PRODUCTIONS;282 258,00;Docu;OUI;1 / 1;après;;;France;2016;France-100;
144436;Sous le même toit;FARRUGIA Dominique;EUROPACORP;9 552 512,00;Fiction;OUI;3;;C+ Ciné+;TF1 NT1 TMC;France;2016;France-100;Crédit D'impot
104276;ATTENTION DANGER TRAVAIL;;CP PRODUCTIONS;230 289,00;Documentaire;;3;;;;France;2003;France-100;
98850;AVANT L'OUBLI;BURGER Augustin;ARTE FRANCE CINEMA / QUO VADIS CINEMA;3 048 980,00;Fiction;;1;avant;;;France/Grande Bretagne/Espagne/Belgique;2003;France-68 / Grande Bretagne-12 / Espagne-10 / Belgique-10;Aide Régionale
108371;JARDIN DE PAPA (LE);LAPLAINE Zeka;LES HISTOIRES WEBA;506 789,00;Fiction;;3;;;;France;2003;France-100;
107393;LILA DIT CA;DOUEIRI Ziad;812 PRODUCTIONS (TIERS FERME) / FRANCE 2 CINEMA / MOVE MOVIE / ORSANS PRODUCTIONS;3 047 703,00;Fiction;;1;;;;France/Grande Bretagne/Italie;2003;France-68 / Grande Bretagne-21 / Italie-10;Sofica
102878;MASSAI LES GUERRIERS DE LA PLUIE;PLISSON Pascal;MORDICUS (TIERS FERME) / STUDIOCANAL / STUDIOESKWAD (TIERS FERME) / WILD BUNCH;4 500 654,00;Fiction;;1;;;;France;2003;France-100;Sofica
107070;POIDS LEGER;AMERIS Jean-Pierre;ABS / FRANCE 2 CINEMA / STUDIOCANAL / STUDIOCANAL CATALOGUE 3 (TIERS FERME);2 884 972,00;Fiction;;3;;;;France;2003;France-100;Sofica
103618;POUR L'AMOUR DU PEUPLE;MAURION Audrey / SIVAN Eyal / SIVEN Eyal;ARCAPIX;960 758,00;Documentaire;;2;avant;;;Allemagne/France;2003;Allemagne-65 / France-34;
108765;SAIGNANTES (LES);BEKOLO Jean-Pierre;QUARTIER MOZART (TIERS FERME);911 845,00;Fiction;;3;avant;;;France/Cameroun;2003;France-74 / Cameroun-25;
120673;DEMAIN DES L'AUBE;DERCOURT Denis;DIAPHANA FILMS / FRANCE 3 CINEMA;5 279 973,00;Fiction;;3;avant;;;France;2008;France-100;Sofica,Crédit D'impot
118375;ENVOYES TRES SPECIAUX;AUBURTIN Frédéric;EUROPACORP / LES FILMS MANUEL MUNZ / M6 FILMS / MANDARIN / MANDARIN FILMS / SOCIETE NOUVELLE DE CINEMATOGRAPHIE;12 805 956,00;Fiction;;3;;;;France;2008;France-100;Sofica,Crédit D'impot
121116;GAMINES;FAUCHER Eleonore;CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / EX NIHILO / TF1 DROITS AUDIOVISUELS;2 623 386,00;Fiction;;2;;;;France;2008;France-100;Sofica,Crédit D'impot,Aide Régionale
117781;LINO;MILESI Jean-Louis;KIEN PRODUCTIONS;285 981,00;Fiction;;2;;;;France;2008;France-100;
119123;NE ME LIBÉREZ PAS JE M'EN CHARGE;GODET Fabienne;LE BUREAU FILMS;351 707,00;Documentaire;;2;;;;France;2008;France-100;Crédit D'impot,Aide Régionale
119550;ROSE ET NOIR;JUGNOT Gérard;EUROPACORP / FRANCE 2 CINEMA / FRANCE 3 CINEMA / LES FILMS MANUEL MUNZ / NOVO ARTURO FILMS;15 627 792,00;Fiction;;3;;;;France/Espagne;2008;France-85 / Espagne-15;Sofica,Crédit D'impot
120958;VINCERE;BELLOCCHIO Marco;CELLULOID DREAMS HOLDING / CELLULOID DREAMS PRODUCTIONS;8 251 434,00;Fiction;;3;;;;Italie/France;2008;Italie-90 / France-10;Sofica
110324;BOUDU;JUGNOT Gérard;DD PRODUCTIONS / GMT PRODUCTIONS / NOVO ARTURO FILMS / PATHE DISTRIBUTION / TF1 FILMS PRODUCTION;11 451 567,00;Fiction;;3;;;;France;2004;France-100;Crédit D'impot,Aide Régionale
110508;ETATS-UNIS D'ALBERT (LES);FORCIER André;FRANCE 2 CINEMA / LINK'S PRODUCTIONS;2 903 753,00;Fiction;;3;;;;Canada/France/Suisse;2004;Canada-75 / France-15 / Suisse-10;
108975;PRENDRE FEMME;ELKABETZ Ronit / ELKABETZ Shlomi;ZANAGAR FILMS;658 500,00;Fiction;;1;;;;Israel/France;2004;Israel-70 / France-30;
111747;ROMANZO CRIMINALE;PLACIDO Michèle;BABE FILMS;8 528 003,00;Fiction;;3;;;;Italie/Grande Bretagne/France;2004;Italie-52 / Grande Bretagne-28 / France-20;
111098;VIE EST A NOUS (LA);KRAWCZYK Gérard;AGEPRO CINEMA / CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / FLACH FILM / FRANCE 2 CINEMA / OZ / TOPAZE BLEUE;5 326 196,00;Fiction;;3;;;;France;2004;France-100;Crédit D'impot
88240;VIOLENT DAYS;CHAUFOUR Lucile;SUPERSONIC GLIDE;668 324,00;Fiction;;1;après;;;France;2004;France-100;
135065;Chevaliers blancs (Les);LAFOSSE Joachim;FRANCE 3 CINEMA / LES FILMS DU WORSO;9,00;Fiction;;3;;C+ Ciné+;F3;Belgique/France;2014;Belgique-50 / France-50;Sofica
135983;Dom;COLLARDEY Samuel;FRANCE 3 CINEMA / GEKO FILMS;1,59;Fiction;;3;avant;C+;F3;France;2014;France-100;Sofica,Crédit D'impot,Aide Régionale
139686;En équilibre;DERCOURT Denis;CINEFRANCE 1888 / FRANCE 3 CINEMA / MANDARIN CINEMA / STUDIOCANAL;7,61;Fiction;;3;;C+ Ciné+;F3;France;2014;France-100;Crédit D'impot,Aide Régionale
139555;Grand Jour (Le);PLISSON Pascal;LADYBIRDS FICTIONS;2,88;Docu;;3;;C+ Ciné+;;France;2014;France-100;Sofica,Crédit D'impot
137555;House of time;HELPERT Jonathan;ALANDRA FILMS / MADE IN PUB / VISTALE SOLUTIONS;1,10;Fiction;;1;;;;France;2014;France-100;Crédit D'impot,Aide Régionale
140121;Louder than bombs;TRIER Joachim;MEMENTO FILMS PRODUCTION;8,14;Fiction;;3;;C+ Ciné+;Arte;Norvège/France/Danemark;2014;Norvège-65 / France-25 / Danemark-10;
138850;Margherita;MORETTI Nanni;ARTE FRANCE CINEMA / LE PACTE;7,99;Fiction;;3;;C+ Ciné+;Arte;Italie/France;2014;Italie-70 / France-30;Sofica
135530;Melody;BELLEFROID Bernard;LIAISON CINEMATOGRAPHIQUE / MILLE ET UNE FILMS;2,98;Fiction;;2;;;;Belgique/Luxembourg/France;2014;Belgique-51 / Luxembourg-31 / France-18;Sofica
139495;Monde de Fred (Le);MULLER Valerie;KOMODO PRODUCTIONS / LITHIUM FILMS / OFFSHORE;0,14;Fiction;;1;;;;France;2014;France-100;
139529;Nous trois ou rien;TABIB-GHAFARI Kheiron Manoocher;ADAMA / GAUMONT;7,72;Fiction;;1;;C+ Ciné+;M6 W9;France;2014;France-100;Sofica,Crédit D'impot
140082;Place aux jeunes;SIMON Claire;ANDOLFI / MOUVEMENT;0,35;Docu;;3;;;;France;2014;France-100;Crédit D'impot
137468;Un illustre inconnu;DE LA PATELLIERE Alexandre / DELAPORTE Matthieu;ACAJOU FILMS / CHAPTER 2 / GALFIN PRODUCTION 1 / GALFIN PRODUCTION 2 / ORANGE STUDIO / PATHE PRODUCTION / UPSIDE DOWN FILMS;12,74;Fiction;;3;;C+ Ciné+;;France/Belgique;2014;France-90 / Belgique-10;Sofica,Crédit D'impot
138946;Un nouveau souffle;VIARD Arnaud;LES MILLE ET UNE MARCHES;0,80;Fiction;;2;;;;France;2014;France-100;Crédit D'impot
134556;Véritable Histoire des petits rats de l'Opéra (La);SUMMER Eric / WARIN Eric;SPLENDIDO;26,90;Anim;;1 / 1;;C+ Ciné+;M6;Canada/France;2014;Canada-77 / France-23;
131336;Asphalte;BENCHETRIT Samuel;A SINGLE MAN / LA CAMERA DELUXE / MAJE;1803512;Fiction;;3;;OCS;;France;2015;France-100;Crédit D'impot,Aide Régionale
142906;Avec les loups;BERTRAND Jean-Michel;MC4;750000;Docu;;3;;Ciné+;;France;2015;France-100;Crédit D'impot
142152;Bricks;RAVELLI Quentin;SURVIVANCE;345279;Docu;;1;avant;;;France;2015;France-100;Aide Régionale
141558;Clair-obscur;USTAOGLU Yesim;SLOT MACHINE;1290267;Fiction;;3;;;;Turquie/Allemagne/France;2015;Turquie-40 / Allemagne-36 / France-25;
142843;Danseuse (La);DI GIUSTO Stephanie;LES PRODUCTIONS DU TRESOR;7888600;Fiction;;1;avant;C+ Ciné+;;France/Belgique/Rep Tchèque;2015;France-70 / Belgique-20 / Rep Tchèque-10;Sofica,Crédit D'impot
142305;Et les mistrals gagnants…;JULLIAND Anne-Dauphine;INCOGNITA FILMS;675961;Docu;;1;;;F5;France;2015;France-100;Crédit D'impot
138778;Fille de Brest (La);BERCOT Emmanuelle;HAUT ET COURT;5595611;Fiction;;3;;C+ Ciné+;F2;France;2015;France-100;Sofica,Crédit D'impot,Aide Régionale
143650;Franz;OZON François;FOZ / FRANCE 2 CINEMA / MANDARIN PRODUCTION;9474971;Fiction;;3;;C+ Ciné+;F2;France/Allemagne;2015;France-70 / Allemagne-30;Sofica,Crédit D'impot
138125;Grand Partage (Le);LECLERE Alexandra;DB PRODUCTION / FRANCE 2 CINEMA / PAN-EUROPEENNE / WILD BUNCH;10695514;Fiction;;3;;C+ Ciné+;F2 D8;France;2015;France-100;Sofica,Crédit D'impot
136967;Irréprochable;MARNIER Sebastien;AVENUE B PRODUCTIONS;2160150;Fiction;;1;;C+ Ciné+;;France;2015;France-100;Sofica,Crédit D'impot,Aide Régionale
133876;Louis-Ferdinand Céline, le monstrueux géant;BOURDIEU Emmanuel;FRANCE 3 CINEMA / JEM PRODUCTIONS;3293057;Fiction;;3;;C+ OCS;F3;France/Belgique;2015;France-66 / Belgique-34;
140990;Mon nom à Pigalle;LABITEY Ekoue / BOUROKBA Hame;LA RUMEUR FILME;2299857;Fiction;;1 / 1;avant;C+;;France;2015;France-100;Sofica,Crédit D'impot,Aide Régionale
142889;Vin (Le);KLAPISCH Cédric;CE QUI ME MEUT - MOTION PICTURES;7866939;Fiction;;3;;C+ Ciné+;F2;France;2015;France-100;Crédit D'impot,Aide Régionale
142612;Voyage à Kullorsuaq (Le);BETBEDER Sébastien;ENVIE DE TEMPETE PRODUCTION;1192341;Fiction;;3;;Ciné+;;France;2015;France-100;Crédit D'impot,Aide Régionale
128944;7 JOURS À LA HAVANE;CANTET Laurent / DEL TORO Benicio / MEDEM Julio / NOE Gaspard / TABIO Juan-Carlos / SULEIMAN Elia / TRAPERO Pablo;BORSALINO PRODUCTIONS / MANEKI FILMS;3 000 168,00;Fiction;;3 / 1 / 3 / 3 / 3 / 3 / 3;;;;Espagne/France;2011;Espagne -80 / France-20;Sofica
128496;AFTER;MAILLET Geraldine;BEE FILMS / FRANCE 2 CINEMA / WALLPAPER PRODUCTIONS;2 218 000,00;Fiction;;1;;;F2;France;2011;France-100;Sofica,Crédit D'impot,Aide Régionale
131307;AGON;BUDINA Robert;ARIZONA FILMS;927 600,00;Fiction;;2;;;;Albanie/Grece/Roumanie/France;2011;Albanie -54 / Grece-20 / Roumanie-16 / France-10;
128539;AUJOURD'HUI;GOMIS Alain;AGORA FILMS / GRANIT FILMS / MAIA CINEMA;1 572 487,00;Fiction;;3;avant;;;France/Senegal;2011;France-80 / Senegal-20;
